A44085201 파장화남2차
A42977302 시화세종2단지
A42975710 시화신호새피앙
A42945005 문영센스빌
A42977103 시화삼환
A42975305 시화주공6단지
A42976201 시화대림3단지
A42977509 시화신동아
A42945002 시화세종3차
A42976007 시화대림1단지
A42978807 시화한신
A42978904 시화한일
A42975216 시화주공5단지
A42975806 시화고합
A42977704 시화신한토탈
A42986101 시화대우
A42977905 시화영남1차
A42978012 시화영남2차
A42945007 시화주공4단지
A42979008 시화화성
A42945409 서해2단지
A42976812 시화보성
A42977601 시화신우
A42985804 시화무진
A42986103 시화건영5단지
A42978614 시화주공2단지
A42977303 시화대림4단지
A42978109 시화영남3차
A42975602 시화건영3단지
A42978310 시화요진
A42978706 시화진로
A42984710 시화건영1단지
A42976910 시화부성파스텔
A42978411 시화월드메르디앙
A42975617 시화계룡1단지
A42975619 시화아주
A42976504 시화동원
A42975903 시화영화하이닉스
A42976403 시화동보
A10027886 호반 베르디움 센트럴파크
A10026631 호반베르디움센트로하임아파트관리사무소
A10027950 시흥 배곧 SK VIEW 아파트
A10027450 배곧 골드클레스 아파트
A10026846 한라비발디캠퍼스
A10025502 시흥배곧신도시 대방노블랜드엘리트시티
A10025651 배곧 중흥S-클래스아파트
A10027300 배곧호반베르디움더프라임아파트
A10026012 한라비발디캠퍼스3차
A10026723 시흥배곧이지더원2차에듀그린아파트
A10025676 배곧 센텀베이2차 아파트
A10025661 시흥배곧센텀베이1차
A10025408 배곧호반써밋플레이스C1아파트
A10026847 배곧 이지더원1차 더 퍼스트
A10026419 한라비발디캠퍼스2차아파트
A10025377 배곧호반써밋플레이스c2아파트
A10026534 시흥배곧한신더휴
A42946001 시흥6차푸르지오2단지
A42946002 시흥6차푸르지오1단지
A43501007 당동쌍용
A43501005 군포 동아
A43572101 당동주공2-2단지
A43572203 당동주공3단지
A43501002 당동무지개마을금강KCC
A43501003 군포두산
A43501009 당동용호마을e편한세상
A43572302 당동주공4단지
A43501008 당동무지개마을대림
A43501004 엘지신산본자이1차
A43501014 삼성마을1단지
A43501012 삼성마을 시티프라디움
A43501006 당동주공2-1단지
A43501015 당동삼성미도
A10025200 동도센트리움
A10025073 군포당동덕산2차아파트
A43503003 당정성원상떼빌
A43583105 신산본엘지자이2차
A43583301 당정마을누리에뜰
A43573202 당정동동도센트리움
A43573203 당정대원칸타빌
A43577404 당정대우푸르지오
A43573201 당정한솔솔파크
A43501010 군포당동삼성마을2단지
A43573705 부곡휴먼시아3단지
A43573702 군포부곡휴먼시아2단지
A43573703 부곡휴먼시아4단지
A43573701 부곡휴먼시아1단지
A43573704 군포부곡5단지
A43501013 당동삼성마을6단지
A43573707 삼성마을4단지
A43573706 군포당동2삼성마을5단지
A43574805 산본11단지주공
A43504004 산본가야3차
A43573904 산본매화2단지
A43504007 산본가야2차
A43575304 설악아파트
A43572904 묘향롯데
A43583901 산본임광그대가
A43573005 백두한양
A43570905 산본주몽1
A43576807 산본개나리
A43573107 산본7단지 우륵아파트
A43575102 계룡삼환
A43570403 광정삼성장미
A43575904 산본4단지한라1차
A43504008 산본매화1
A43576808 산본래미안하이어스
A43504005 산본금강1차
A43504001 주몽대림APT
A43575403 수리한양
A43576005 산본한라2차
A43574003 산본삼성
A43504003 산본10단지 주몽2차
A43575201 산본덕유주공
A43582201 산본주공9금강2차
A43504006 산본세종
A43572706 대림솔거
A43583802 산본삼성미도1차
A43582102 백두동성
A43570601 목련우방한국공영
A43584303 산본2차이편한세상
A43574301 산본백합
A43570702 산본을지
A43574905 가야1차
A43584904 산본신안모란
A43574502 산본동백우성
A43572403 극동백두
A43571004 광정목련한양
A43576304 군포신환
A43575803 산본주공퇴계1차아파트
A43582502 금정동쌍용아파트 
A43576702 한성목화
A43505003 산본소월아파트
A43575706 군포율곡
A43505004 산본주공충무1
A43576205 산본무궁화주공1단지
A43576601 화성무궁화
A43576503 산본충무2차
A43582405 금정퇴계2차
A43575501 산본 주공3단지 다산아파트
A43582406 적성8차
A43506004 대야미이편한세상
A43506002 대야미건양2차
A43506003 대야미센트럴아이파크
A43506001 대야미건양1차
A10025364 LH송정마을
A10025864 군포송정숲속반디채
A10026533 금강펜테리움 센트럴파크1차아파트
A10025954 군포금강펜테리움센트럴파크2차아파트
A10025389 군포송정LH3단지
A10025244 금강펜테리움 센트럴파크3차아파트
A43773501 영광
A10024662 오봉산마을1단지
A43772004 삼호한아름2차
A43781506 새천년미주
A43772003 삼호한아름1차
A43704008 의왕장안마을주공아파트
A43775110 대우장미
A43772409 효성청솔
A43772311 우성5차
A43772307 우성6차
A43776912 부곡 대우이안 아파트
A43771701 운양까치
A10025055 의왕푸르지오포레움2단지
A10025761 의왕파크푸르지오
A10025037 의왕푸르지오포레움1단지
A43702005 인스빌아파트
A43774201 쌍용충무
A43774102 포은
A43773804 솔거
A43773703 원효선경
A43772607 국화
A43775513 오전동민들레베스파트
A43782204 KT이자리에
A43772811 목련
A43781808 미라보매화
A43772723 의왕동백
A43775622 해모로
A43777024 모락산현대
A43781805 성원2차이화아파트
A43707016 대명솔채
A43773321 신안아파트
A43782209 삼호백조
A43782103 모락산동문굿모닝힐
A43775218 대명구름채
A43782119 이화1차
A43775415 신원수선화
A43772502 쌍용개나리
A43782106 신미주해당화
A43773214 선경무궁화
A43772917 벽산백합
A43773420 오전진달래
A10025698 의왕서해그랑블
A10025640 의왕백운 해링턴 플레이스 5단지
A10025512 의왕백운 해링턴 플레이스 2단지
A10025627 의왕백운해링턴플레이스1단지
A10025539 의왕백운밸리골드클래스
A10025058 백운밸리 제일풍경채 레이크포레2단지 아파트 
A10025644 효성해링턴플레이스4단지
A10025639 의왕백운 해링턴플레이스 3단지
A10024983 백운밸리 레이크포레4단지 
A43708003 반도보라빌리지1단지
A43776703 반도보라빌리지2단지
A43770703 의왕내손e편한세상
A43708001 의왕대원칸타빌2
A43708007 의왕 내손우미린아파트
A43708008 포일자이
A43770702 의왕내손삼성래미안
A43776501 대원칸타빌1
A43771204 GS상록
A43708006 의왕내손
A43708004 래미안에버하임
A10024934 내손동 세양 청마루 아파트
A43711002 휴먼시아청계마을4단지
A43777201 휴먼시아청계마을6단지
A43777202 휴먼시아청계마을5단지
A43777203 휴먼시아청계마을3단지
A43711001 휴먼시아청계마을2단지
A43777204 휴먼시아청계마을1단지
A43774502 동부새롬
A43774505 포일숲속마을1단지
A43774605 인덕원삼호
A43774503 위브호수마을1단지
A43774504 두산위브호수마을2단지
A43774507 포일숲속마을4단지
A43774509 의왕포일숲속마을2단지
A43774801 한일나래
A43774508 포일숲속마을5단지
A43777104 의왕동아에코빌아파트
A43783103 푸른마을대우2차
A43774506 의왕포일숲속마을3단지
A10025188 인덕원푸르지오 엘센트로아파트
A46571004 부영
A46571103 꿈동산 신안아파트
A46512001 창우마을
A46512002 하남은행
A46570804 해오름한국
A46570905 백조현대
A46503003 에코타운3단지
A46571502 에코타운1단지
A46572202 하남두산위브파크
A46503002 에코타운2단지아파트
A46503201 하남현대홈타운
A46503001 동일하이빌
A46581101 하남성원상떼빌
A46570703 백송한신
A46572201 하남대명강변타운
A10026837 하남유니온시티에일린의뜰아파트
A10025930 하남유시티대명루첸리버파크
A46571302 한솔리치빌(3단지)
A46501007 하남풍산아이파크1단지
A46501003 하남제일풍경채
A46501005 덕풍삼부르네상스
A46571303 한솔리치빌아파트2단지
A46501301 풍산센트레빌
A46571403 진모루현대
A46501305 휴먼시아꽃뫼마을2단지
A46501201 케이씨씨스위첸
A46571605 하남자이
A46501304 휴먼시아새뜰마을3단지
A46572006 덕풍벽산블루밍
A46570503 하남 서해아파트
A46501306 휴먼시아꽃뫼마을1단지
A46570304 덕풍현대아파트
A46580001 하남풍산참아름
A46571307 한솔리치빌1차
A46571704 한솔솔파크
A46571301 한솔리치빌5단지
A46501308 휴먼시아새뜰마을4단지
A46570205 덕풍쌍용아파트
A46580302 라인
A46501001 덕풍동원베네스트
A46501004 하남풍산아이파크5단지
A46570401 하남대동피렌체
A10026359 하남대명세라뷰 타운하우스
A10025534 덕풍역파크어울림아파트
A10027368 하남 더샵 센트럴뷰
A10028157 미사강변 한신휴플러스
A10028200 미사강변 파밀리에
A10028139 미사강변골든센트로
A10027846 미사강변도시 16단지
A10027537 미사강변19단지
A10027691 미사강변13단지
A10025941 미사강변도시 C3단지 
A10027379 미사강변도시 18단지아파트
A10026105 미사강변14단지
A10027782 미사강변 루나리움
A10026619 하남미사강변부영아파트
A10025469 미사강변 호반 써밋 아파트
A10027180 미사강변스타힐스
A10027514 미사강변푸르지오
A10026784 미사강변해링턴플레이스아파트
A10027978 미사강변도시 12단지
A10027476 하남미사강변도시17단지
A10027308 미사강변도시26단지아파트
A10026131 e-편한세상 미사 아파트
A10026501 미사강변 동일하이빌
A10027552 미사강변 동원로얄듀크아파트
A10025991 하남 힐즈파크 푸르지오 2단지
A10025953 하남 힐즈파크 푸르지오 3단지
A10026707 미사강변더샵센트럴포레아파트
A10025947 미사강변 브라운스톤
A10025739 하남미사신안인스빌아파트
A10025667 미사강변센트럴풍경채아파트
A10027116 미사강변센트럴자이
A10025966 미사강변아란티움(25단지)아파트
A10024890 하남힐즈파크푸르지오1단지
A10028143 리버나인 RIVERNINE
A10028065 미사강변도시 베라체 아파트
A10027344 미사강변센트리버
A10026523 미사강변리슈빌NHF
A10026806 미사강변리버뷰자이
A10026040 리버스위트칸타빌아파트
A10027385 미사강변 더샵리버포레 아파트
A10027359 미사강변2차푸르지오
A10024644 하남감일스윗시티8단지
A10024992 감일 스윗시티 1단지
A10024895 하남감일스윗시티행복주택6단지
A10025339 하남감일스윗시티12단지
A10024941 하남감일스윗시티14단지
A10025043 하남감일스윗시티10단지
A10024569 힐스테이트 포웰시티
A10027741 플로리체 위례 아파트
A10027546 위례 엠코타운 센트로엘 아파트
A10027070 신안인스빌아스트로
A10027715 위례 그린파크푸르지오
A10027686 위례롯데캐슬아파트
A44902002 삼환
A44992701 신우
A44970502 금호어울림아파트
A44970501 용인김량장주공2단지
A44902003 용인삼환나우빌아파트
A44970904 김량장동현대아파트
A44970503 용인에스원스마트빌
A10025935 스위트홈아파트
A10026022 웰메이드시티337
A10026993 유메이드
A44972203 역북마을신성
A44972202 역북마을보성
A44972201 역북마을금강
A10027349 역북1단지 우남퍼스트빌 아파트
A10027347 역북2단지 우남퍼스트빌아파트
A10026640 역북지웰 푸르지오
A10026765 용인역북골드클래스아파트
A10026217 용인 명지대역 동원로얄듀크아파트
A10026630 우미 린 센트럴파크 관리사무소
A10025716 역북신원아침도시아파트
A44978002 우남퍼스트빌
A44980405 용인행정타운두산위브2단지
A44971901 용인삼가풍림
A44980407 용인행정타운두산위브3단지
A44971803 진우
A44980406 용인행정타운두산위브1단지
A44980404 행정타운늘푸른오스카빌
A44903001 삼라마이다스빌
A44972404 인정프린스3차
A44993401 용인성웅
A44972402 용인인정프린스2차
A44972403 인정프린스1차
A44901002 보평마을 삼정그린뷰 아파트
A44978805 금평마을영화
A44980703 예원마을코아루
A44978806 임원마을영화1차
A44978101 이삭베스트
A44974208 인정피렌체빌리지1차
A44901004 예진마을2차
A44974307 예진마을3차
A10026328 양우내안애 에듀파크
A10025660 양우내안애에듀퍼스트
A44978701 용인마평두보
A44978703 마평우성
A44904004 푸른마을 용인 자이 아파트
A44992902 마평라이프
A44904005 용인마평
A44981402 수목원우림필유
A44981205 신원1차
A44982804 금전마을리슈빌아파트
A44981201 신원2차
A44977906 인정멜로디
A44981101 삼성쉐르빌아파트
A44978603 배머루베네치아
A44985401 풍산햇빛마을
A44985101 모현KCC스위첸
A44985502 효천마을신안인스빌
A44983101 송전마을세광리치타워
A44983301 동아
A44983303 한천마을금광베네스타
A44983602 샘골마을신미주2단지
A44983604 샘골마을신미주1단지
A10027387 에이스카운티아파트
A10026208 이편한세상 용인한숲시티 3단지
A10026198 e편한세상 용인한숲시티 5단지
A10026178 e편한세상 용인한숲시티6단지
A10026189 e편한세상용인한숲시티4단지
A10026202 e편한세상 용인한숲시티 2단지
A44982301 양지마을신원아침도시
A10025679 양지포레스토리
A44658609 새천년그린빌주공1단지
A44658913 양현마을신안풍림
A44658412 갈현마을현대홈타운
A44658413 새천년그린빌주공3단지
A44659508 원대마을한신아파트
A44696104 신갈삼익
A44658715 새천년그린빌주공4단지
A44673805 드림랜드
A44658601 새천년그린빌주공2단지
A44659803 인성마을현대
A44696202 신갈신미주
A44658414 기흥더샵프라임뷰
A44658506 새릉골풍림
A44695211 도현마을현대
A44658415 기흥역롯데캐슬스카이
A44658807 용인신갈푸르지오
A10026093 용인기흥 우방아이유쉘 아파트
A10026407 삼익리베리움
A10025253 이안 두드림기흥역
A10025541 신흥덕 롯데캐슬레이시티
A44658814 기흥파크뷰(새천년그린빌5단지)
A44673401 구갈우림
A44673303 구갈동부
A44673402 풍림고층
A44658010 강남마을코오롱하늘채
A44657809 구갈강남마을 계룡리슈빌
A44673512 구갈한성1차
A44658008 강남마을자연앤4,6단지
A44673507 구갈한성2차
A44673613 구갈한양
A44659306 구갈가현마을신안
A44657911 구갈세종그랑시아 2단지
A10026636 기흥역지웰푸르지오(주상복합)
A10026005 기흥역파크푸르지오아파트
A10026215 기흥역센트럴푸르지오
A10026657 기흥역 롯데캐슬레이시티
A10026083 힐스테이트기흥
A10025933 기흥역 더샵 아파트
A44695101 구갈안골마을롯데캐슬
A44695802 금화마을주공5단지
A44695804 금화마을주공3단지
A44695601 금화마을대우현대
A44695607 금화마을주공6단지
A44695803 금화마을주공4단지
A44672601 청명호수마을신안인스빌1,2단지
A44690402 화성파크드림아파트
A44695410 민속마을쌍용
A44690405 한보라마을휴먼시아4단지
A44695508 민속마을 신창미션힐
A44658307 보라마을현대모닝사이드2차
A44690404 한보라마을휴먼시아5단지
A44690406 한보라마을휴먼시아6단지
A44673703 삼성래미안
A44695301 기흥삼정
A44658209 민속마을현대모닝사이드
A10025465 용인보라해링턴플레이스아파트
A44659201 자봉마을써니밸리
A44695002 호수청구
A44679604 성원상떼레이크뷰
A44679602 공세대주피오레2단지
A44679603 화성파크드림프라브
A44679601 탑실마을대주피오레1단지
A44690201 불곡마을벽산블루밍
A44690203 한보라마을휴먼시아9단지
A44690205 한보라마을휴먼시아7단지
A44673103 기흥써니밸리
A44690101 매화마을 우남 퍼스트빌
A44673102 기흥동성
A44657603 우림홀인원
A44673204 용인세원
A10024565 메종블루아
A44671101 서천마을휴먼시아3단지
A44670102 서천마을2단지
A44690601 예현마을현대홈타운
A44695902 서그내마을SK
A44670103 센트럴파크원
A44670104 서천마을쌍용예가
A44670101 서그내마을서천아이파크
A10027304 힐스테이트 서천 아파트
A10026701 용인서천효성해링턴플레이스
A10026964 영통로 효성해링턴 플레이스 아파트
A10027657 서천2차아이파크아파트
A44674004 청현마을 두진
A44678711 동원로얄듀크
A44678709 흥덕마을14단지 호반베르디움
A44678702 흥덕마을9단지이던하우스
A44690806 휴먼시아흥덕마을1단지
A44678710 흥덕마을5단지호반베르디움
A44659102 대명레이크빌
A44674105 영덕신일
A44696703 영통빌리지
A44678708 흥덕마을12단지
A44678707 흥덕마을13단지경남아너스빌
A44678712 흥덕마을7단지힐스테이트
A44678713 용인흥덕아델리움8단지
A44678701 흥덕우남퍼스트빌리젠트
A44678703 흥덕마을자연앤스위첸
A44678705 흥덕마을3단지
A44659101 청현마을기흥데시앙
A44678706 흥덕11단지경남아너스빌
A44678704 흥덕마을주공4단지
A10025587 용인기흥 효성해링턴플레이스아파트
A10025178 힉스유타워 아파트
A44691003 구성신일해피트리
A44657104 동일하이빌2차
A44657106 동일하이빌1차
A44677702 언남동부
A44679205 초원마을성원상떼빌
A44670301 스파팰리스리가
A44657207 장미마을 삼성래미안2차
A44657001 동부센트레빌
A44670302 유원휴하임
A10026498 효성빌라
A44655801 연원마을삼성쉐르빌아파트
A44655902 용화마을태영데시앙
A44677102 구성자이3차
A44677101 마북e편한세상
A44655712 삼성래미안1차
A44691203 교동마을쌍용
A44656209 교동마을현대
A44693813 연원마을벽산아파트
A44677103 교동마을동양파라곤
A44693605 연원마을엘지
A44656211 교동마을현대홈타운
A44691210 교동마을신창아파트
A44655904 마북우림
A44655607 교동마을LG자이
A44693706 연원마을현대
A44677208 교동마을정광
A44677104 용화마을태영데시앙2단지
A10026300 지음재아파트
A10027214 용인 구성역 효성해링턴플레이스
A10026882 용인마북신원아침도시
A10025089 용인 마북 대림2차 e편한세상 아파트
A44657503 청덕마을광도와이드빌
A44657506 물푸레마을휴먼시아6단지
A44657505 물푸레마을휴먼시아1단지
A44691502 호반베르디움
A44691504 물푸레마을휴먼시아9단지
A44657504 물푸레마을휴먼시아5단지
A44691506 물푸레마을휴먼시아2단지
A44691501 물푸레마을경남아너스빌
A44657507 물푸레마을휴먼시아7단지
A44691505 구성휴먼시아물푸레마을휴먼시아3단지
A44674909 백현마을서해그랑블
A44691108 호수마을동보노빌리티
A44691117 호수마을주공3단지
A44672104 백현마을한라비발디1단지
A44672102 백현마을한라비발디2단지
A44691101 호수마을월드메르디앙
A44674712 호수마을서해그랑블
A44691111 해든마을동문굿모닝힐
A44672805 백현마을코아루
A44674410 휴먼시아5단지
A44672214 호수마을계룡리슈빌
A44674515 백현마을휴먼시아8단지
A44691106 호수마을자연앤데시앙
A44691118 백현마을주공9단지
A44679510 호수마을상록롯데캐슬
A44674813 백현마을주공7단지
A44691107 동백동원로얄듀크
A44672016 백현마을모아미래도1단지
A44672003 백현마을모아미래도2단지
A44657406 어정마을서희삼정
A44675301 신동백롯데캐슬에코1단지
A44671707 대원칸타빌
A44672417 참솔마을월드메르디앙
A44679103 백현마을상록롯데캐슬
A44675112 초당마을코아루(12-2블록)
A44675001 어은목마을한라비발디3단지
A44675411 성산마을서해그랑블
A44691604 어정마을동백아이파크
A44671816 초당마을주공3단지
A44675302 신동백서해그랑블1차
A44691615 백현마을동일하이빌
A44674613 성산마을신영지웰
A44671805 초당마을현진에버빌
A44670701 신동백롯데캐슬에코2단지
A44691609 어은목마을 벽산블루밍
A44675304 초당마을코아루13-1
A44675303 신동백서해그랑블2차
A10027209 신동백동도센트리움
A44691608 어은목마을 경남아너스빌
A10025674 동백하우스디카바나
A44677303 용인대우
A44677402 인정프린스4차
A44691407 지석마을진흥더루벤스2차
A44694209 수원동마을쌍용아파트
A44677505 초록마을 풍림아파트
A44671902 지석마을그대가크레던스
A44691401 지석마을진흥더루벤스1단지
A44658108 강남마을9단지한라비발디
A44671901 용인구갈8
A44656806 신일유토빌
A44691704 수원동마을쌍용스윗닷홈2단지
A44656607 신촌마을포스홈타운2단지
A44694013 동아솔레시티
A44677016 보정한화꿈에그린
A44691303 죽현마을LG자이
A44691301 죽전누리에뜰
A44697610 동원로얄듀크
A44679308 연원마을삼성명가타운
A44691304 죽전자이2차
A44677017 금호베스트빌
A44677015 신촌마을포스홈타운1단지
A44656712 죽현마을아이파크1차
A44691302 신촌마을상록데시앙
A44656506 솔뫼마을현대홈타운
A44677014 성호샤인힐즈
A44693909 연원마을성원아파트
A10025870 죽전 아리에띠 캐슬 테라스&가든
A10027771 샬레파인비스타 아파트
A44899101 신정마을6단지상록
A44876107 수지보원아파트
A44878406 동부1차
A44876702 수지한국
A44899106 수지진흥아파트
A44898708 신정마을주공1단지아파트
A44817101 수지건영
A44817004 수지 진산마을 푸르지오
A44878510 진산마을삼성5차아파트
A44878407 수지푸르지오월드마크
A44817001 수지동문
A44876510 초입마을삼익풍림동아
A44876808 수지한성
A44899103 풍덕천동보4차
A44876411 수지4차삼성
A44875904 동보1차
A44817003 진산마을삼성래미안7차
A44897804 신정마을성지
A44898902 신정마을극동임광
A44876205 삼성1차
A44899307 신정마을9단지
A44855005 수지태영데시앙1차
A44875603 신정마을현대프라임
A44878309 수지현대아파트
A44899105 수지동보3차
A44899209 현대성우
A44855001 태영데시앙2차
A44899006 신정마을7단지 상록아파트
A44876303 수지2차삼성
A44899102 신정마을우성
A44899104 진산마을삼성래미안6차
A10026839 e편한세상 수지아파트
A10025555 수지파크푸르지오
A10027717 래미안수지이스트파크
A10025228 풍덕천동 한샘 더랜드마크
A44879606 죽전중앙하이츠
A44898513 용인죽전동부센트레빌
A44816001 죽전7차현대홈타운2단지
A44816011 꽃메마을아이파크2차
A44816012 성현마을죽전주공3단지
A44854601 창죽벽산첼시빌
A44853819 죽전건영캐스빌
A44875509 벽산타운1단지
A44816014 도담마을9단지죽전파크빌
A44854215 성현마을우미2차
A44897402 꽃메마을한라프로방스
A44816010 도담마을아이파크
A44897218 꽃메마을현대홈타운4차3단지
A44854016 성현마을반도유보라
A44875510 수지벽산2단지
A44897114 대지마을현대홈타운3차2단지
A44875411 현암마을동성2차
A44875508 벽산
A44876902 현인마을대림이편한세상2차
A44895022 성현마을광명샤인빌
A44898312 도담마을뜨리에체
A44816007 더리버하임
A44816005 내대지마을주공5단지
A44816009 현대홈타운4차1단지
A44876904 현인마을대림이편한세상3차
A44816006 도담마을롯데캐슬
A44854211 우미이노스빌1차
A44897120 새터마을죽전힐스테이트
A44854110 꽃메마을한라신영프로방스
A44816008 꽃메마을현대홈타운4-4
A44816003 죽전7차현대홈타운1단지
A44854505 꽃메마을현대힐스테이트4차2단지
A44875107 수지한신
A44816101 진흥더블파크
A44879317 죽전주공8단지
A44816017 도담마을휴먼빌아파트
A44816104 새터마을모아미래도
A44897403 꽃메마을극동스타클래스
A44854807 죽전아이뷰
A44816108 도담마을 한양수자인
A44816015 죽전동성1차
A44816016 죽전현대1차
A44895021 죽전퍼스트하임
A44854309 대지마을2차현대홈타운
A44854605 한솔노블(107동)
A44875506 벽산타운3단지
A10026791 죽전e편한세상아파트
A44816021 꽃메마을금강
A44816020 도담마을푸르지오
A44816019 내대지마을푸르지오
A10026141 죽전 월드메르디앙
A44851210 수진마을우미이노스빌
A44851206 신명스카이뷰
A44851113 동천마을현대2차홈타운
A44851111 동천마을현대1차홈타운
A44851006 래미안이스트팰리스1단지
A44812004 동천동문6차굿모닝힐
A44851004 래미안이스트팰리스3단지
A44851005 래미안이스트팰리스2단지
A44874401 동천마을동문3차
A44812014 동천동문5차굿모닝힐
A44851003 원천마을푸르지오
A44812009 수진마을2단지
A44812002 보뜨랑마을벽산블루밍
A44874508 풍림2차
A44851007 래미안이스트팰리스4단지
A44874405 동문그린
A44851412 수진마을써니벨리
A44812007 행림마을진로
A10026122 동천더샵파크사이드
A10026065 동천자이아파트
A10025481 동천자이2차아파트
A10025376 동천 파크 자이 아파트 
A10024930 더샵동천이스트포레아파트
A44853610 동부센트레빌5단지
A44853608 동일하이빌3단지
A44815007 엘지빌리지5차A단지
A44853601 서홍마을벽산블루밍
A44853503 서홍마을현대효성
A44853602 한일유엔아이
A44853509 우남퍼스트빌
A44853611 신봉동부센트레빌6단지아파트
A44853607 동일하이빌2단지
A44815008 엘지빌리지5차B단지
A44853609 동일하이빌4단지
A44853606 신봉센트레빌1단지
A44815011 엘지자이1차
A44853605 서홍한화꿈에그린
A44815004 신봉마을자이3차
A44815010 엘지신봉자이2차
A10027904 웰스톤시티
A10027893 광교산자이아파트
A10026986 광교산한양수자인더킨포크
A10025673 신봉동 동도센트리움
A10024916 신봉동 삼성쉐르빌
A44898204 버들치마을힐스테이트2차
A44898209 성복힐스테이트1차
A44853206 성동마을엘지빌리지6차
A44898211 성복아이파크
A44898202 푸른마을푸르지오
A44898201 수지강남빌리지
A44898208 수지자이2차
A44898103 엘지빌리지2차
A44898205 성복자이1차
A44898007 수지LG빌리지1차
A44853108 성동마을 엘지빌리지3차
A44898206 성복힐스테이트3차
A44814002 수지자이아파트
A44898203 버들치마을 경남아너스빌1차
A44898207 버들치마을경남아너스빌2차
A44853005 벽산첼시빌2
A44898210 성복자이2차
A10025592 성복역 KCC스위첸
A10026460 수지 성복 효성해링턴코트
A10025987 성복역서희스타힐스
A10025412 성복역 롯데캐슬 골드타운
A10024775 성복역 롯데캐슬파크나인1차
A44852602 만현마을2단지현대아이파크
A44813006 수지금호베스트빌5단지
A44813013 광교마을46단지 광교스타클래스
A44813009 서원마을3단지아이파크
A44813012 광교경남아너스빌
A44851508 금호베스트빌2단지
A44852301 만현마을쌍용3차
A44852804 현대프레미오
A44813003 만현마을3단지성원상떼빌
A44813002 서원마을현대홈타운
A44874606 성복역리버파크
A44813001 풍산
A44852403 만현마을5단지현대
A44851612 상현엘지자이
A44851503 금호베스트빌4단지
A44852214 상현마을쌍용2차A단지
A44872712 수지센트럴아이파크
A44851511 광교상록자이
A44851610 상현현대성우3차
A44813004 상현마을금호베스트빌1단지
A44851913 상현마을성원상떼빌
A44813014 상현쌍용2차B단지
A44851501 금호베스트빌3단지
A44813015 광교마을45단지
A44813005 벽산블루밍
A44851802 상현현대성우2차
A44851707 만현마을1단지롯데캐슬
A44813010 광교휴먼시아41단지
A44851609 상현마을현대성우1차
A44852511 광교상현마을 현대아파트
A44852405 만현마을10단지현대아이파크
A44851805 현대성우5차
A44851604 만현마을두산위브
A44851510 광교힐스테이트
A44851509 상현마을동일스위트
A44851512 상현마을쌍용C단지
A44852108 만현마을쌍용1차
A10026428 광교상현꿈에그린
A10026933 광교레이크포레아파트
A10025299 상현더샵파크사이드
A44813011 광교마을46단지광교스타클래스
A10027047 용인수지동도센트리움 아파트
A44851611 진산마을성원상떼빌아파트
A41301012 풍림아이원
A41301017 새꽃마을주공1단지
A41370507 건일장미5차
A41301008 대영장미3차
A41301004 금촌대영장미1차
A41301011 대방노블랜드2차
A41301005 금촌두보3차
A41382602 새꽃마을주공3단지
A41301020 그린
A41370506 중앙하이츠
A41301013 금촌후곡마을6단지
A41370508 금촌후곡마을4단지
A41382603 금촌쇠재마을5단지
A41301010 금촌동현
A41370505 금촌1단지주공
A41301019 대영장미2차
A41370504 서원마을7단지
A41301007 금촌두보1차2차
A41301001 한일유앤아이(1014-0)
A41301006 대영장미6차
A41301002 장안미래아파트
A41301018 경신아파트
A41380305 금촌동문1차
A41380407 금촌신안실크밸리1차
A41380303 금촌장안1차초원
A41371501 신안실크밸리2차
A41380306 금촌파라다이스
A41380309 팜스프링
A41380301 금촌장안2차초원
A41380304 금촌장안5차미우
A41370101 파주대방노블랜드아파트(1차)
A41305002 성원포레스타운
A41305001 유승한내들
A41383141 한빛마을6단지
A41383514 한빛마을3단지자유로아이파크
A41383142 한빛마을7단지
A41383121 한빛마을2단지휴먼빌
A41383124 운정한라비발디센트럴파크
A41383140 한빛마을8단지운정아모리움
A41383144 캐슬앤칸타빌
A10026308 롯데캐슬 파크타운 Ⅱ
A10026676 한빛9단지 롯데캐슬파크타운
A41383216 대원효성
A41383212 교하8단지동문굿모닝힐
A10024629 파주 운정휴아림아파트
A41383305 교하6단지동문굿모닝힐아파트
A41378703 교하진흥효자
A41383307 책향기마을14단지우남퍼스트빌
A41383308 교하15단지상록데시앙
A41383133 파주운정한울마을5단지
A41383304 월드메르디앙센트럴파크7단지
A41383317 교하벽산
A41383309 파주상록경남아너스빌13단지
A41383139 한울마을3단지
A41383129 한울마을7단지삼부르네상스
A41383125 운정한울마을4단지
A41383311 책향기마을10단지동문굿모닝힐
A41383138 한울마을6단지
A41383301 신동아파밀리에
A10024716 운정신도시아이파크
A41383122 노을빛마을1단지
A41383123 노을빛마을2단지
A41383202 숲속길마을3단지
A41383128 해솔마을5단지 삼부르네상스
A41383136 해솔마을1단지두산위브
A41383146 운정한라비발디플러스
A41383319 해솔마을 2단지 월드메르디앙 아파트
A41383130 벽산우남연리지
A41383306 산내마을11단지 현대아이파크
A41383127 해솔마을11단지
A41383318 해솔마을3단지 운정현대
A41311001 해솔마을6단지
A41311002 산내마을3단지
A41383213 산내마을8단지월드메르디앙
A10026136 운정신도시 센트럴푸르지오
A10026541 산내마을2단지 센트럴리움
A10026683  산내마을1단지 행복주택
A10025022 파주 운정화성파크드림 시그니처
